ID,Recept_ID,Élelmiszerek,Élelmiszer ID,Mennyiség,Mértékegység,Tipus,Kötés
1675,229,Zabliszt,203,35,g,FŐ_MAKRO,R229-A
1676,229,Tojás,183,1,db,FŐ_MAKRO,R229-A
1677,229,Teljes kiőrlésű zsemlemorzsa,211,35,g,FŐ_MAKRO,R229-A
1678,230,Csirkemellfilé,42,150,g,FŐ_MAKRO,R230-A
1679,230,Zabliszt,203,10,g,FŐ_MAKRO,R230-A
1680,230,Tojás,183,1,db,FŐ_MAKRO,R230-A
1681,230,Teljes kiőrlésű zsemlemorzsa,211,10,g,FŐ_MAKRO,R230-A
1682,230,Szezámmag,176,5,g,FŐ_MAKRO,R230-A
1683,231,Tojás,183,2,db,FŐ_MAKRO,NULL
1684,231,Pulykamell sonka,2,30,g,FŐ_MAKRO,NULL
1685,231,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
1686,231,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1687,232,Tojás,183,1,db,FŐ_MAKRO,R232-A
1688,232,Növényi tej,102,320,ml,KIEGÉSZÍTŐ,R232-A
1689,232,Zero vaníliás cukor,265,1,csomag,ÍZESÍTŐ,R232-A
1690,233,Tojás (keményre főtt),183,2,db,FŐ_MAKRO,NULL
1691,233,Sonka,166,50,g,FŐ_MAKRO,NULL
1692,233,Avokádó,13,40,g,FŐ_MAKRO,NULL
1693,233,Koktélparadicsom,104,5,db,KIEGÉSZÍTŐ,NULL
1694,233,Kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
1695,234,Csirkemellfilé,42,150,g,FŐ_MAKRO,NULL
1696,234,Basmati rizs,18,40,g,FŐ_MAKRO,NULL
1697,234,Vöröshagyma,199,1,db,KIEGÉSZÍTŐ,NULL
1698,234,Sűrített paradicsompüré,140,15,g,KIEGÉSZÍTŐ,NULL
1699,234,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
1700,235,Basmati rizs,18,50,g,FŐ_MAKRO,R235-A
1701,235,Vöröshagyma,199,1,db,KIEGÉSZÍTŐ,R235-A
1702,235,Csiperkegomba,77,50,g,KIEGÉSZÍTŐ,R235-A
1703,235,Tojás,183,1,db,FŐ_MAKRO,R235-A
1704,236,Teljes kiőrlésű kenyér,106,30,g,FŐ_MAKRO,R236-A
1705,236,Salátalevél,159,1,marék,KIEGÉSZÍTŐ,R236-A
1706,236,Vegán tejföl,180,25,g,KIEGÉSZÍTŐ,R236-A
1707,236,Sonka,166,50,g,FŐ_MAKRO,R236-A
1708,236,Tojás (keményre főtt),183,1,db,FŐ_MAKRO,R236-A
1709,236,Paradicsom,139,1,db,KIEGÉSZÍTŐ,R236-A
1710,236,Avokádó,13,25,g,FŐ_MAKRO,R236-A
1711,237,Gyorsfőzésű barna rizs,151,50,g,FŐ_MAKRO,R237-A
1712,237,Víz,197,150,ml,KÖTÖTT,R237-A
1713,237,Nori lap,131,2,db,KÖTÖTT,R237-A
1714,237,Lazacfilé (sushi minőségű),112,90,g,FŐ_MAKRO,R237-A
1715,237,Almaecet,8,1.5,evőkanál,ÍZESÍTŐ,R237-A
1716,238,Gyorsfőzésű barna rizs,151,50,g,FŐ_MAKRO,R238-A
1717,238,Víz,197,150,ml,KÖTÖTT,R238-A
1718,238,Lazacfilé (sushi minőségű),112,90,g,FŐ_MAKRO,R238-A
1719,238,Almaecet,8,1,evőkanál,ÍZESÍTŐ,R238-A
1720,239,Gyorsfőzésű barna rizs,151,50,g,FŐ_MAKRO,R239-A
1721,239,Víz,197,150,ml,KÖTÖTT,R239-A
1722,239,Lazacfilé (sushi minőségű),112,90,g,FŐ_MAKRO,R239-A
1723,239,Citromlé,31,1,teáskanál,ÍZESÍTŐ,R239-A
1724,239,Almaecet,8,1,evőkanál,ÍZESÍTŐ,R239-A
1725,240,Csirkemellfilé,42,130,g,FŐ_MAKRO,NULL
1726,240,Cukkini,44,110,g,KIEGÉSZÍTŐ,NULL
1727,240,Kaliforniai paprika,89,75,g,KIEGÉSZÍTŐ,NULL
1728,240,Lilahagyma,115,30,g,KIEGÉSZÍTŐ,NULL
1729,240,Light szójaszósz,236,1,evőkanál,ÍZESÍTŐ,NULL
1730,240,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1731,240,Basmati rizs,18,40,g,FŐ_MAKRO,NULL
1732,240,Szezámmag,174,1,teáskanál,ÍZESÍTŐ,NULL
1733,241,Lazacfilé,112,200,g,FŐ_MAKRO,NULL
1734,241,Citrom,30,0.5,db,ÍZESÍTŐ,NULL
1735,241,Kapor (friss),90,1,evőkanál,ÍZESÍTŐ,NULL
1736,241,Cukkini,44,150,g,KIEGÉSZÍTŐ,NULL
1737,241,Basmati rizs,18,40,g,FŐ_MAKRO,NULL
1738,241,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1739,242,Tojás,183,2,db,FŐ_MAKRO,R242-A
1740,242,Kaliforniai paprika,89,100,g,KIEGÉSZÍTŐ,R242-A
1741,242,Cukkini,44,100,g,KIEGÉSZÍTŐ,R242-A
1742,242,Paradicsom,139,100,g,KIEGÉSZÍTŐ,R242-A
1743,242,Vöröshagyma,199,0.5,db,KIEGÉSZÍTŐ,R242-A
1744,242,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,R242-A
1745,242,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,R242-A
1746,243,Pulykamellfilé,147,150,g,FŐ_MAKRO,NULL
1747,243,Fekete erdei sonka,257,25,g,FŐ_MAKRO,NULL
1748,243,Juhtúró,87,25,g,FŐ_MAKRO,NULL
1749,243,Snidling / Újhagyma zöldje,126 / 258,2,teáskanál,ÍZESÍTŐ,NULL
1750,243,Quinoa,148,40,g,FŐ_MAKRO,NULL
1751,244,Pulykamell sonka,2,90,g,FŐ_MAKRO,R244-A
1752,244,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,R244-A
1753,244,Salátalevél,159,40,g,KIEGÉSZÍTŐ,R244-A
1754,244,Paradicsom,139,50,g,KIEGÉSZÍTŐ,R244-A
1755,244,Cukormentes dijoni mustár,37,1,teáskanál,ÍZESÍTŐ,R244-A
1756,245,Tojás,183,2,db,FŐ_MAKRO,NULL
1757,245,Pulykamell sonka,2,30,g,FŐ_MAKRO,NULL
1758,245,Paprika,137,50,g,KIEGÉSZÍTŐ,NULL
1759,245,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
1760,245,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1761,246,Darált csirkemell,47,150,g,FŐ_MAKRO,R246-A
1762,246,Vöröshagyma,199,0.5,db,KIEGÉSZÍTŐ,R246-A
1763,246,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,R246-A
1764,246,Tojás,183,1,db,FŐ_MAKRO,R246-A
1765,246,Teljes kiőrlésű kenyér,106,20,g,KÖTÖTT,R246-A
1766,246,Sovány sonka,166,40,g,FŐ_MAKRO,R246-A
1767,247,Tojás,183,2,db,FŐ_MAKRO,NULL
1768,247,Sonka,166,100,g,FŐ_MAKRO,NULL
1769,247,Vegyes salátalevél,159,2,marék,KIEGÉSZÍTŐ,NULL
1770,247,Paradicsom,139,1,db,KIEGÉSZÍTŐ,NULL
1771,247,Kígyóuborka,98,0.5,db,KIEGÉSZÍTŐ,NULL
1772,247,Kaliforniai paprika,89,0.5,db,KIEGÉSZÍTŐ,NULL
1773,247,Olívaolaj,132,1,evőkanál,FŐ_MAKRO,NULL
1774,247,Fehérborecet,50,1,evőkanál,ÍZESÍTŐ,NULL
1775,248,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,R248-A
1776,248,Pulykamell sonka,2,50,g,FŐ_MAKRO,R248-A
1777,248,Avokádó,13,35,g,FŐ_MAKRO,R248-A
1778,248,Bébispenót,20,25,g,KIEGÉSZÍTŐ,R248-A
1779,248,Olívaolaj,132,1,teáskanál,FŐ_MAKRO,R248-A
1780,248,Citromlé,31,0.5,teáskanál,ÍZESÍTŐ,R248-A
1781,248,Zöldhagyma,269,5,g,KIEGÉSZÍTŐ,R248-A
1782,249,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,R249-A
1783,249,Pulykamell sonka,2,50,g,FŐ_MAKRO,R249-A
1784,249,Avokádó,13,35,g,FŐ_MAKRO,R249-A
1785,249,Citromlé,31,0.5,teáskanál,ÍZESÍTŐ,R249-A
1786,250,Tojás,183,2,db,FŐ_MAKRO,NULL
1787,250,Pulykamell sonka,2,30,g,FŐ_MAKRO,NULL
1788,250,Brokkoli,21,50,g,KIEGÉSZÍTŐ,NULL
1789,250,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
1790,250,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1791,251,Pulykamell sonka,2,50,g,FŐ_MAKRO,R251-A
1792,251,Paprika,137,50,g,KIEGÉSZÍTŐ,R251-A
1793,251,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,R251-A
1794,251,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,R251-A
1795,252,Tojás,183,2,db,FŐ_MAKRO,NULL
1796,252,Pulykamell sonka,2,30,g,FŐ_MAKRO,NULL
1797,252,Paradicsom,139,50,g,KIEGÉSZÍTŐ,NULL
1798,252,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
1799,252,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1800,252,Bazsalikom (friss),19,1,ízlés szerint,ÍZESÍTŐ,NULL
1801,253,Pulykamell sonka,2,50,g,FŐ_MAKRO,NULL
1802,253,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
1803,253,Retek,149,100,g,KIEGÉSZÍTŐ,NULL
1804,253,Vegyes salátalevél,159,25,g,KIEGÉSZÍTŐ,NULL
1805,253,Cukormentes dijoni mustár,37,1,teáskanál,ÍZESÍTŐ,R253-A
1806,253,Olívaolaj,132,1,teáskanál,FŐ_MAKRO,R253-A
1807,253,Víz,197,1,evőkanál,KÖTÖTT,R253-A
1808,254,Pulykamell sonka,2,60,g,FŐ_MAKRO,NULL
1809,254,Kígyóuborka,98,50,g,KIEGÉSZÍTŐ,NULL
1810,254,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
1811,254,Cukormentes dijoni mustár,37,1,teáskanál,ÍZESÍTŐ,NULL
1812,254,Kapor (friss),90,1,teáskanál,ÍZESÍTŐ,NULL
1813,255,Pulykamell sonka,2,50,g,FŐ_MAKRO,NULL
1814,255,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
1815,255,Kígyóuborka,98,100,g,KIEGÉSZÍTŐ,NULL
1816,255,Retek,149,50,g,KIEGÉSZÍTŐ,NULL
1817,255,Olívaolaj,132,1,teáskanál,FŐ_MAKRO,R255-A
1818,255,Almaecet,8,0.5,teáskanál,ÍZESÍTŐ,R255-A
1819,256,Zabliszt,203,20,g,FŐ_MAKRO,R256-A
1820,256,Sütőpor,170,1,késhegynyi,ÍZESÍTŐ,R256-A
1821,256,Tojás,183,1,db,FŐ_MAKRO,R256-A
1822,256,Sonka,166,50,g,FŐ_MAKRO,R256-A
1823,256,Újhagyma,258,1,szál,KIEGÉSZÍTŐ,R256-A
1824,257,Tojás,183,2,db,FŐ_MAKRO,NULL
1825,257,Pulykamell sonka,2,30,g,FŐ_MAKRO,NULL
1826,257,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
1827,257,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1828,257,Petrezselyem / Snidling,142 / 126,0.5,evőkanál,ÍZESÍTŐ,NULL
1829,258,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
1830,258,Pulykamell sonka,2,50,g,FŐ_MAKRO,NULL
1831,258,Fekete olívabogyó,65,20,g,FŐ_MAKRO,NULL
1832,258,Olívaolaj,132,2.5,g,FŐ_MAKRO,NULL
1833,258,Oregánó / Bazsalikom,134 / 19,1,ízlés szerint,ÍZESÍTŐ,NULL
1834,259,Pulykamell sonka,2,50,g,FŐ_MAKRO,NULL
1835,259,Tofu (kemény),255,100,g,FŐ_MAKRO,NULL
1836,259,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
1837,259,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1838,259,Petrezselyem / Snidling,142 / 126,0.5,evőkanál,ÍZESÍTŐ,NULL
1839,260,Tojás,183,2,db,FŐ_MAKRO,NULL
1840,260,Pulykamell sonka,2,30,g,FŐ_MAKRO,NULL
1841,260,Zöldhagyma,269,30,g,KIEGÉSZÍTŐ,NULL
1842,260,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
1843,260,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1844,261,Tojás,183,2,db,FŐ_MAKRO,NULL
1845,261,Pulykamell sonka,2,30,g,FŐ_MAKRO,NULL
1846,261,Zöldpaprika,267,50,g,KIEGÉSZÍTŐ,NULL
1847,261,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
1848,261,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1849,262,Pulykamell sonka,2,50,g,FŐ_MAKRO,NULL
1850,262,Cukkini,44,100,g,KIEGÉSZÍTŐ,NULL
1851,262,Gomba,77,50,g,KIEGÉSZÍTŐ,NULL
1852,262,Teljes kiőrlésű kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
1853,262,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1854,263,Darált marhahús (sovány),46,150,g,FŐ_MAKRO,NULL
1855,263,Vöröshagyma,199,0.5,db,KIEGÉSZÍTŐ,NULL
1856,263,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
1857,263,Sárgarépa,160,70,g,KIEGÉSZÍTŐ,NULL
1858,263,Cukkini,44,100,g,KIEGÉSZÍTŐ,NULL
1859,263,Passzírozott paradicsom,140,200,g,KIEGÉSZÍTŐ,NULL
1860,263,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1861,263,Teljes kiőrlésű tészta,182,40,g,FŐ_MAKRO,NULL
1862,264,Csirkemellfilé,42,130,g,FŐ_MAKRO,NULL
1863,264,Fokhagyma,67,2,gerezd,ÍZESÍTŐ,NULL
1864,264,Fehérborecet,50,1,evőkanál,ÍZESÍTŐ,NULL
1865,264,Petrezselyem (friss),142,1,evőkanál,ÍZESÍTŐ,NULL
1866,264,Basmati rizs,18,40,g,FŐ_MAKRO,NULL
1867,264,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
1868,265,Teljes kiőrlésű spagetti,182,50,g,FŐ_MAKRO,R265-A
1869,265,Tojás,183,1,db,FŐ_MAKRO,R265-A
1870,265,Spenót (friss),169,40,g,KIEGÉSZÍTŐ,R265-A
1871,266,Csicseriborsó,40,100,g,FŐ_MAKRO,NULL
1872,266,Spenót (friss),169,50,g,KIEGÉSZÍTŐ,NULL
1873,266,Quinoa,148,20,g,FŐ_MAKRO,NULL
1874,266,Humusz,83,25,g,FŐ_MAKRO,NULL
1875,266,Paradicsom,139,100,g,KIEGÉSZÍTŐ,NULL
1876,267,Teljes kiőrlésű kovászos kenyér,106,30,g,FŐ_MAKRO,NULL
1877,267,Pulykamell sonka,2,50,g,FŐ_MAKRO,NULL
1878,267,Bébispenót,20,25,g,KIEGÉSZÍTŐ,NULL
1879,267,Cukormentes dijoni mustár,37,1,teáskanál,ÍZESÍTŐ,NULL
1880,268,Teljes kiőrlésű tortilla,187,1,db,FŐ_MAKRO,NULL
1881,268,Bébispenót,20,100,g,KIEGÉSZÍTŐ,NULL
1882,268,Sonka,166,50,g,FŐ_MAKRO,NULL
1883,268,Vegán sajt,261,35,g,FŐ_MAKRO,NULL
1884,268,Vöröshagyma,199,0.5,db,KIEGÉSZÍTŐ,NULL
1885,268,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
1886,268,Olaj,132,1,teáskanál,FŐ_MAKRO,NULL
1887,269,Teljes kiőrlésű tészta,182,50,g,FŐ_MAKRO,NULL
1888,269,Spenót,169,50,g,KIEGÉSZÍTŐ,NULL
1889,269,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
1890,269,Sonka,166,40,g,FŐ_MAKRO,NULL
1891,269,Kókusztejszín,270,100,ml,FŐ_MAKRO,NULL
1892,270,Tojás,183,2,db,FŐ_MAKRO,R270-A
1893,270,Spenót (friss),169,30,g,KIEGÉSZÍTŐ,R270-A
1894,271,Tojás,183,2,db,FŐ_MAKRO,NULL
1895,271,Bébispenót,20,50,g,KIEGÉSZÍTŐ,NULL
1896,271,Szeletelt gomba,77,50,g,KIEGÉSZÍTŐ,NULL
1897,271,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1898,271,Kovászos kenyér,106,20,g,FŐ_MAKRO,NULL
1899,272,Tojás,183,2,db,FŐ_MAKRO,R272-A
1900,272,Spenót (friss),169,100,g,KIEGÉSZÍTŐ,R272-A
1901,272,Csiperkegomba,77,50,g,KIEGÉSZÍTŐ,R272-A
1902,272,Zabliszt,203,15,g,KÖTÖTT,R272-A
1903,272,Kókuszzsír,103,0.5,teáskanál,FŐ_MAKRO,R272-A
1904,273,Csirkemellfilé,42,150,g,FŐ_MAKRO,NULL
1905,273,Quinoa,148,50,g,FŐ_MAKRO,NULL
1906,273,Kelbimbó,94,200,g,KIEGÉSZÍTŐ,NULL
1907,273,Kókuszolaj,103,5,g,FŐ_MAKRO,NULL
1908,274,Csirkemellfilé,42,130,g,FŐ_MAKRO,NULL
1909,274,Hajdina,80,40,g,FŐ_MAKRO,NULL
1910,274,Fagyasztott zöldborsó,208,150,g,KIEGÉSZÍTŐ,NULL
1911,274,Kókuszolaj,103,5,g,FŐ_MAKRO,NULL
1912,275,Csirkemellfilé,42,150,g,FŐ_MAKRO,NULL
1913,275,Quinoa,148,30,g,FŐ_MAKRO,NULL
1914,275,Fagyasztott zöldbab,62,200,g,KIEGÉSZÍTŐ,NULL
1915,275,Mandula lapka,120,15,g,KIEGÉSZÍTŐ,NULL
1916,275,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1917,276,Lazacfilé,112,200,g,FŐ_MAKRO,NULL
1918,276,Teljes kiőrlésű kuszkusz,111,50,g,FŐ_MAKRO,NULL
1919,276,Brokkoli,21,300,g,KIEGÉSZÍTŐ,NULL
1920,276,Kókuszolaj,103,5,g,FŐ_MAKRO,NULL
921,277,Lazacfilé,112,200,g,FŐ_MAKRO,NULL
1922,277,Quinoa,148,30,g,FŐ_MAKRO,NULL
1923,277,Spárga,168,125,g,KIEGÉSZÍTŐ,NULL
1924,277,Citrom,30,0.5,db,ÍZESÍTŐ,NULL
1925,278,Lazacfilé,112,200,g,FŐ_MAKRO,NULL
1926,278,Quinoa,148,50,g,FŐ_MAKRO,NULL
1927,278,Fagyasztott zöldbab,62,200,g,KIEGÉSZÍTŐ,NULL
1928,278,Kókuszolaj,103,5,g,FŐ_MAKRO,NUL
1929,279,Pulykamell filé,147,150,g,FŐ_MAKRO,NULL
1930,279,Hajdina,80,50,g,FŐ_MAKRO,NULL
1931,279,Kelbimbó,94,200,g,KIEGÉSZÍTŐ,NULL
1932,279,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1933,279,Dió,45,15,g,FŐ_MAKRO,NULL
1934,280,Basmati rizs,18,40,g,FŐ_MAKRO,NULL
1935,280,Pulykamellfilé,147,140,g,FŐ_MAKRO,NULL
1936,280,Spárga,168,150,g,KIEGÉSZÍTŐ,NULL
1937,280,Citromlé,31,1,evőkanál,ÍZESÍTŐ,NULL
1938,280,Kapor (friss),90,5,g,ÍZESÍTŐ,NULL
1939,281,Pulykamellfilé,147,150,g,FŐ_MAKRO,NULL
1940,281,Gyorsfőzésű barna rizs,151,50,g,FŐ_MAKRO,NULL
1941,281,Fagyasztott zöldborsó,208,150,g,KIEGÉSZÍTŐ,NULL
1942,281,Mandula lapka,120,15,g,FŐ_MAKRO,NULL
1943,281,Kókuszolaj,103,5,g,FŐ_MAKRO,NULL
1944,282,Avokádó,13,1,db,FŐ_MAKRO,R282-A
1945,282,Tojás,183,2,db,FŐ_MAKRO,R282-A
1946,282,Sonka,166,40,g,KIEGÉSZÍTŐ,R282-A
1947,283,Tofu (kemény),255,200,g,FŐ_MAKRO,NULL
1948,283,Zabliszt,203,15,g,KÖTÖTT,R283-A
1949,283,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
1950,284,Tofu (kemény),255,200,g,FŐ_MAKRO,NULL
1951,284,Édesburgonya,53,150,g,FŐ_MAKRO,NULL
1952,284,Bébispenót,20,100,g,KIEGÉSZÍTŐ,NULL
1953,284,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1954,285,Tofu (kemény),255,200,g,FŐ_MAKRO,NULL
1955,285,Basmati rizs,18,50,g,FŐ_MAKRO,NULL
1956,285,Spárga,168,150,g,KIEGÉSZÍTŐ,NULL
1957,285,Kókuszolaj,103,5,g,FŐ_MAKRO,NULL
1958,285,Light szójaszósz,236,1,evőkanál,ÍZESÍTŐ,NULL
1959,285,Szezámmag,174,1,teáskanál,ÍZESÍTŐ,NULL
1960,286,Tofu (kemény),255,200,g,FŐ_MAKRO,NULL
1961,286,Gyorsfőzésű barna rizs,151,50,g,FŐ_MAKRO,NULL
1962,286,Fagyasztott zöldborsó,208,150,g,KIEGÉSZÍTŐ,NULL
1963,286,Szezámolaj,175,1,teáskanál,FŐ_MAKRO,NULL
1964,286,Light szójaszósz,236,1,evőkanál,ÍZESÍTŐ,NULL
1965,286,Szezámmag,174,1,teáskanál,ÍZESÍTŐ,NULL
1966,287,Cukkini,44,1,db (250g),KIEGÉSZÍTŐ,R287-A
1967,287,Kókuszolaj,103,1,evőkanál,FŐ_MAKRO,R287-A
1968,288,Édesburgonya,53,100,g,FŐ_MAKRO,NULL
1969,288,Cékla,24,25,g,KIEGÉSZÍTŐ,NULL
1970,288,Vöröshagyma,199,0.5,db,KIEGÉSZÍTŐ,NULL
1971,288,Kelbimbó,94,25,g,KIEGÉSZÍTŐ,NULL
1972,288,Brokkoli,21,40,g,KIEGÉSZÍTŐ,NULL
1973,288,Fokhagyma,67,2,gerezd,ÍZESÍTŐ,NULL
1974,288,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
1975,289,Padlizsán,136,1,db (250g),KIEGÉSZÍTŐ,NULL
1976,289,Darált pulykamell,47,100,g,FŐ_MAKRO,NULL
1977,289,Vöröshagyma,199,0.5,db,KIEGÉSZÍTŐ,NULL
1978,289,Kókuszolaj,103,1,teáskanál,FŐ_MAKRO,NULL
1979,289,Darabolt konzervparadicsom,140,200,g,KIEGÉSZÍTŐ,NULL
1980,290,Pisztráng,145,200,g,FŐ_MAKRO,NULL
1981,290,Citrom,30,1,pár karika,ÍZESÍTŐ,NULL
1982,290,Petrezselyem / Kapor,142 / 90,1,pár szál,ÍZESÍTŐ,NULL
1983,290,Brokkoli,21,125,g,KIEGÉSZÍTŐ,NULL
1984,290,Mandula,120,10,g,FŐ_MAKRO,NULL
1985,290,Basmati rizs,18,30,g,FŐ_MAKRO,NULL
1986,291,Fagyasztott karfiol,92,200,g,FŐ_MAKRO,R291-A
1987,291,Sertéscomb,162,100,g,FŐ_MAKRO,R291-A
1988,291,Vegán tejföl,180,40,g,FŐ_MAKRO,R291-A
1989,291,Növényi tej,102,15,ml,KÖTÖTT,R291-A
1990,292,Tőkehalfilé,6,200,g,FŐ_MAKRO,NULL
1991,292,Vegyes zöldség,210,200,g,KIEGÉSZÍTŐ,NULL
1992,292,Basmati rizs,18,40,g,FŐ_MAKRO,NULL
1993,292,Olívaolaj,132,1,teáskanál,FŐ_MAKRO,NULL
1994,293,Sütőtök,171,150,g,FŐ_MAKRO,R293-A
1995,293,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
1996,293,Fokhagyma,67,0.5,gerezd,ÍZESÍTŐ,NULL
1997,293,Növényi tej,102,100,ml,KÖTÖTT,R293-A
1998,294,Sütőtök,171,200,g,FŐ_MAKRO,NULL
1999,294,Mogyoróvaj,127,20,g,FŐ_MAKRO,NULL
2000,294,Fekete áfonya,14,40,g,KIEGÉSZÍTŐ,NULL
2001,295,Nori lap,131,2,db,KIEGÉSZÍTŐ,NULL
2002,295,Karfiol,92,175,g,FŐ_MAKRO,R295-A
2003,295,Rizsecet,153,1,teáskanál,KÖTÖTT,R295-A
2004,295,Füstölt lazac,71,100,g,FŐ_MAKRO,NULL
2005,295,Avokádó,13,50,g,FŐ_MAKRO,NULL
2006,295,Kígyóuborka,98,50,g,KIEGÉSZÍTŐ,NULL
2007,296,Csirkemell filé,42,90,g,FŐ_MAKRO,R296-A
2008,296,Vöröshagyma,199,0.5,db,ÍZESÍTŐ,NULL
2009,296,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2010,296,Fehérrépa,225,60,g,KIEGÉSZÍTŐ,NULL
2011,296,Zellergumó,171,40,g,KIEGÉSZÍTŐ,NULL
2012,296,Sárgarépa,160,90,g,KIEGÉSZÍTŐ,NULL
2013,296,Zöldborsó,208,40,g,KIEGÉSZÍTŐ,NULL
2014,296,Kókusztejszín,270,50,ml,KÖTÖTT,R296-A
2015,296,Kókuszzsír,103,1,teáskanál,FŐ_MAKRO,NULL
2016,297,Basmati rizs,18,15,g,FŐ_MAKRO,R297-A
2017,297,Növényi tej,102,250,ml,KÖTÖTT,R297-A
2018,297,Víz,197,75,ml,KÖTÖTT,R297-A
2019,297,Vegán fehérjepor (kókuszos/vaníliás),196,20,g,FŐ_MAKRO,R297-A
2020,297,Kókuszreszelék,104,20,g,FŐ_MAKRO,R297-A
2021,297,Bogyós gyümölcs,60,100,g,KIEGÉSZÍTŐ,NULL
2022,298,Cukkini,44,100,g,FŐ_MAKRO,R298-A
2023,298,Kókusztejszín,270,30,g,FŐ_MAKRO,R298-A
2024,298,Juhtúró,87,40,g,FŐ_MAKRO,R298-A
2025,298,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2026,298,Bulgur,22,40,g,FŐ_MAKRO,NULL
2027,299,Csirkemellfilé,42,150,g,FŐ_MAKRO,R299-A
2028,299,Csiperkegomba,77,140,g,KIEGÉSZÍTŐ,NULL
2029,299,Kókusztejszín,270,70,g,FŐ_MAKRO,R299-A
2030,299,Spenótlevél,169,30,g,KIEGÉSZÍTŐ,NULL
2031,299,Teljes kiőrlésű tészta,182,40,g,FŐ_MAKRO,NULL
2032,300,Teljes kiőrlésű tészta,182,50,g,FŐ_MAKRO,NULL
2033,300,Garnéla (főtt),76,150,g,FŐ_MAKRO,NULL
2034,300,Pesto,143,35,g,FŐ_MAKRO,R300-A
2035,300,Kókusztejszín,270,60,g,FŐ_MAKRO,R300-A
2036,300,Fokhagyma,67,1,gerezd,ÍZESÍTŐ,NULL
2037,301,Kelbimbó,94,120,g,FŐ_MAKRO,R301-A
2038,301,Zöldbab,62,120,g,FŐ_MAKRO,R301-A
2039,301,Spárga,168,75,g,KIEGÉSZÍTŐ,R301-A
2040,301,Kókusztejszín,270,17,g,FŐ_MAKRO,R301-A
2041,301,Fokhagyma,67,2,gerezd,ÍZESÍTŐ,NULL
2042,302,Gyorsfőzésű barna rizs,151,50,g,FŐ_MAKRO,NULL
2043,302,Nori lap,131,2,db,KIEGÉSZÍTŐ,NULL
2044,302,Tonhalfilé (sushi minőségű),256,90,g,FŐ_MAKRO,NULL
